n	num	area	avg_vel	std_vel	max_vel	avg_x	avg_y	std_x	std_y	max_x	max_y	num1	num2	num3	num4	num5
759	232	36113.0	2.12	0.1	7.1	0.9	0.29	0.11	0.11	5.0	5.32	79	89	47	10	7
760	164	29641.0	1.85	0.11	4.92	0.57	0.02	0.11	0.1	4.03	4.81	48	70	38	2	6
761	275	35062.0	1.83	0.1	6.73	0.57	1.19	0.1	0.1	4.31	6.72	89	103	68	9	6
762	264	42434.0	1.96	0.11	7.86	0.86	1.21	0.1	0.11	4.31	7.74	87	106	51	15	5
763	185	33236.0	1.9	0.11	5.15	0.79	0.67	0.11	0.11	3.99	5.15	47	81	44	7	6
764	215	37126.0	1.85	0.1	5.62	0.96	0.76	0.1	0.1	4.62	5.5	74	79	51	5	6
765	215	34782.0	1.95	0.11	5.96	0.99	0.71	0.1	0.1	5.02	5.9	73	87	42	7	6
766	256	37775.0	1.93	0.1	6.23	0.79	0.55	0.09	0.1	4.39	5.98	83	103	57	7	6
767	234	33122.0	2.12	0.11	8.65	0.71	0.31	0.11	0.11	4.84	5.75	71	107	43	5	8
768	186	34316.0	1.79	0.12	5.71	0.75	0.72	0.11	0.11	3.87	5.7	48	79	49	4	6
769	180	32268.0	1.89	0.11	6.15	0.85	0.81	0.11	0.11	3.99	5.73	46	88	33	7	6
770	203	29799.0	1.79	0.09	6.36	0.77	0.86	0.08	0.1	4.23	5.61	63	90	41	4	5
771	189	29234.0	1.83	0.1	5.62	1.02	0.84	0.09	0.1	4.88	5.25	55	85	40	5	4
772	175	28349.0	1.75	0.1	4.87	0.89	0.47	0.1	0.09	4.38	4.82	58	69	40	3	5
773	213	35803.0	1.85	0.12	5.9	0.67	1.03	0.11	0.11	4.26	5.86	70	76	59	4	4
774	252	38571.0	1.84	0.11	6.3	0.86	0.99	0.1	0.11	4.33	6.24	86	99	52	10	5
775	200	30407.0	2.05	0.1	6.97	1.04	0.22	0.1	0.1	5.87	5.27	61	90	36	9	4
776	225	31278.0	2.11	0.1	8.14	0.88	0.0	0.1	0.1	4.76	4.78	83	85	49	4	4
777	226	32815.0	2.0	0.1	6.3	0.91	0.43	0.1	0.1	4.63	6.2	70	97	50	4	5
778	230	37215.0	2.04	0.12	8.4	0.78	0.88	0.11	0.12	5.89	5.82	69	96	54	6	5
779	202	33298.0	2.05	0.11	8.42	0.81	0.41	0.12	0.12	5.02	5.34	65	69	59	5	4
780	282	34868.0	2.33	0.11	8.16	0.8	-0.05	0.11	0.11	5.43	5.68	93	114	60	12	3
781	196	28249.0	2.42	0.12	8.99	0.62	0.26	0.1	0.12	4.58	5.34	70	72	43	6	5
782	210	27928.0	1.98	0.12	7.76	0.94	0.56	0.12	0.11	4.79	5.09	69	91	44	3	3
783	227	33273.0	2.11	0.1	8.21	0.63	0.52	0.1	0.11	4.18	6.16	76	95	44	9	3
784	188	33181.0	2.3	0.1	9.45	0.95	0.38	0.1	0.12	4.32	5.52	48	83	47	7	3
785	199	31773.0	2.25	0.11	11.16	1.03	0.18	0.1	0.11	4.68	5.32	63	84	42	7	3
786	224	35918.0	2.11	0.11	9.4	0.81	0.8	0.1	0.11	4.53	5.74	75	83	54	9	3
787	201	32217.0	1.97	0.12	8.6	0.86	0.72	0.13	0.12	4.41	5.37	64	83	46	5	3
788	182	29944.0	2.14	0.11	10.63	0.92	0.24	0.1	0.12	4.84	4.72	70	70	34	5	3
789	240	37123.0	1.99	0.11	9.63	0.96	0.56	0.11	0.11	4.14	5.41	76	101	49	9	5
790	197	32908.0	2.11	0.12	9.58	0.79	0.94	0.11	0.12	4.72	5.68	57	84	47	6	3
791	224	29752.0	2.26	0.1	7.67	0.69	0.38	0.1	0.1	3.63	5.44	83	87	46	4	4
792	228	31138.0	2.11	0.11	6.11	0.68	0.31	0.11	0.1	3.71	5.2	77	91	48	7	5
793	229	34920.0	2.05	0.11	8.52	1.03	0.46	0.1	0.11	4.44	5.01	72	101	44	6	6
794	243	36154.0	2.38	0.11	9.13	0.88	0.22	0.11	0.11	4.76	5.32	83	102	44	10	4
795	205	33909.0	2.26	0.1	9.61	0.93	0.37	0.1	0.1	4.46	5.18	70	84	40	4	7
796	257	50638.0	2.21	0.11	9.72	0.51	0.97	0.11	0.12	4.26	7.2	82	100	63	8	4
797	204	35652.0	2.18	0.11	10.41	0.99	0.67	0.1	0.1	4.56	5.4	73	76	43	8	4
798	228	33094.0	2.07	0.1	10.09	0.75	0.85	0.09	0.1	4.0	5.92	85	90	43	8	2
799	159	31015.0	2.17	0.11	9.88	0.77	0.49	0.11	0.11	3.97	4.91	45	68	36	6	4
800	170	31956.0	2.37	0.12	9.57	0.84	0.4	0.12	0.12	4.38	5.39	48	67	46	6	3
801	234	36250.0	2.3	0.1	9.94	0.84	0.48	0.09	0.1	4.84	6.24	80	87	54	9	4
802	208	35660.0	2.14	0.11	9.29	1.05	0.74	0.1	0.11	4.96	5.7	55	91	52	6	4
803	237	33836.0	2.34	0.1	8.67	0.95	0.71	0.09	0.1	6.1	5.72	87	91	46	10	3
804	202	29716.0	2.31	0.12	8.62	0.87	0.33	0.1	0.12	4.6	5.73	72	85	34	6	5
805	209	33809.0	2.14	0.11	6.47	0.86	0.46	0.11	0.12	4.61	5.59	70	76	50	8	5
806	211	30336.0	2.42	0.1	8.83	0.82	-0.01	0.09	0.09	4.56	6.37	77	87	36	7	4
807	244	33056.0	2.48	0.11	9.91	0.78	0.29	0.1	0.11	4.63	6.04	78	108	44	11	3
808	202	30381.0	2.48	0.13	8.38	0.77	0.07	0.12	0.12	4.43	5.59	73	75	44	4	6
809	198	32607.0	2.27	0.11	8.52	0.58	0.61	0.11	0.11	4.26	6.14	64	83	37	9	5
810	228	32383.0	2.16	0.12	7.41	0.72	0.42	0.1	0.11	4.99	7.32	83	84	48	9	4
811	209	31527.0	2.22	0.1	8.12	0.84	0.35	0.1	0.1	4.42	5.46	72	82	39	12	4
812	214	33757.0	2.39	0.11	8.35	0.82	0.17	0.1	0.11	4.61	5.38	78	76	46	9	5
813	212	32560.0	2.53	0.12	8.21	0.59	0.06	0.11	0.12	3.94	5.66	63	82	52	11	4
814	229	35085.0	2.43	0.12	8.04	0.74	0.17	0.1	0.12	4.05	6.04	78	91	44	10	6
815	227	31433.0	2.37	0.1	7.72	0.89	0.1	0.09	0.1	4.97	5.65	77	96	42	9	3
816	221	34470.0	1.89	0.1	6.6	0.8	0.76	0.1	0.09	4.72	6.02	81	85	42	8	5
817	200	29795.0	2.02	0.11	5.92	0.63	0.91	0.1	0.11	4.75	5.41	73	83	34	8	2
818	224	31829.0	1.99	0.11	6.78	0.61	1.13	0.1	0.12	4.27	6.6	62	98	49	11	4
819	172	23374.0	1.87	0.11	6.48	0.77	0.96	0.1	0.11	4.85	6.23	46	74	42	8	2
820	204	25722.0	1.91	0.11	6.5	0.87	1.16	0.11	0.11	4.73	5.69	69	70	54	10	1
821	176	21699.0	1.92	0.1	6.56	0.76	1.07	0.09	0.11	4.38	5.93	63	65	40	5	3
822	158	23601.0	2.15	0.13	6.91	0.78	1.31	0.11	0.13	4.7	6.64	51	55	39	9	4
823	167	23351.0	1.98	0.11	6.32	0.56	0.94	0.1	0.11	4.46	5.84	58	59	39	5	6
824	180	24190.0	1.93	0.1	5.89	1.01	1.03	0.1	0.11	4.97	5.57	54	76	40	7	3
825	178	22610.0	1.92	0.12	6.46	0.71	0.89	0.1	0.11	4.74	6.34	57	76	36	5	4
826	176	22523.0	2.05	0.11	6.78	0.91	1.31	0.1	0.11	4.47	6.35	54	70	43	5	4
827	187	22893.0	1.98	0.1	7.08	0.49	1.06	0.1	0.11	4.27	6.98	68	65	46	4	4
828	206	26327.0	1.95	0.11	7.04	0.98	0.85	0.1	0.11	5.57	6.4	74	72	51	6	3
829	170	24170.0	2.06	0.11	7.12	0.99	1.15	0.1	0.11	4.69	6.63	50	69	42	4	5
830	187	23547.0	2.0	0.1	5.7	0.83	0.94	0.09	0.1	4.73	5.57	57	78	43	5	4
831	170	23888.0	2.01	0.11	7.02	0.85	0.95	0.1	0.12	4.46	6.7	47	73	41	5	4
832	181	25477.0	1.94	0.11	6.37	0.73	0.94	0.1	0.11	4.7	6.05	50	73	48	6	4
833	182	23047.0	1.85	0.11	5.74	0.88	0.86	0.1	0.11	5.05	5.74	60	71	42	6	3
834	205	23546.0	2.0	0.1	6.85	0.9	0.93	0.1	0.11	4.84	6.66	68	86	41	7	3
835	182	21487.0	2.11	0.11	6.31	0.49	0.82	0.11	0.1	4.49	6.25	64	68	40	7	3
836	199	24312.0	1.87	0.1	6.75	0.68	1.05	0.1	0.1	4.45	6.72	57	91	41	6	4
837	179	22631.0	2.05	0.11	6.56	0.93	1.1	0.11	0.1	4.57	6.53	63	70	37	6	3
838	201	22607.0	1.9	0.11	6.52	0.81	0.87	0.1	0.1	4.18	6.48	72	80	38	8	3
839	158	20077.0	2.05	0.12	6.98	0.93	0.87	0.11	0.11	4.51	6.96	51	68	32	4	3
840	173	24175.0	1.99	0.11	8.54	0.61	1.05	0.1	0.11	4.82	7.41	53	64	45	7	4
841	187	22347.0	1.97	0.1	6.68	0.82	0.97	0.1	0.1	4.64	6.33	66	67	47	4	3
842	198	26125.0	2.08	0.11	7.12	0.76	1.09	0.1	0.11	4.62	7.11	60	82	45	8	3
843	196	23000.0	2.13	0.1	8.44	0.72	0.84	0.1	0.1	4.14	8.23	68	71	48	6	3
844	184	22298.0	1.98	0.1	8.07	0.65	1.03	0.09	0.1	4.47	7.92	61	69	45	6	3
845	177	22203.0	1.99	0.11	6.46	0.71	0.96	0.1	0.11	4.65	6.35	58	66	45	5	3
846	222	24859.0	1.93	0.11	6.96	0.86	0.93	0.09	0.11	4.6	6.96	83	82	46	8	3
847	164	21527.0	1.99	0.1	8.26	0.99	1.02	0.09	0.1	5.22	8.21	54	65	38	3	4
848	174	22285.0	2.13	0.12	7.27	0.65	1.02	0.11	0.12	4.08	7.26	44	79	43	5	3
849	152	24505.0	1.95	0.13	7.7	0.58	1.07	0.11	0.12	4.21	7.69	42	65	37	2	6
850	202	25884.0	1.94	0.1	7.28	0.76	1.02	0.1	0.1	4.95	7.26	66	79	48	4	5
851	195	25160.0	2.09	0.11	6.95	0.77	0.88	0.11	0.12	5.26	6.93	68	71	45	7	4
852	173	24780.0	1.96	0.12	7.04	0.82	0.81	0.12	0.11	5.28	6.83	48	75	42	3	5
853	164	22974.0	1.94	0.11	7.04	0.42	0.95	0.11	0.11	4.21	7.0	50	65	41	3	5
854	196	26624.0	1.89	0.1	6.72	0.78	1.07	0.09	0.1	5.22	6.72	66	73	45	7	5
855	186	23586.0	1.86	0.12	6.67	0.88	0.72	0.11	0.11	5.16	6.66	62	70	45	3	6
856	184	26025.0	1.93	0.12	6.48	0.99	0.82	0.11	0.12	5.52	6.47	51	74	50	2	7
857	152	20497.0	1.91	0.11	8.08	0.81	0.97	0.1	0.1	4.35	8.06	45	64	35	3	5
858	177	25638.0	1.96	0.11	6.94	0.69	1.13	0.11	0.11	4.76	6.92	59	61	44	8	5
859	161	22011.0	1.98	0.12	6.31	0.84	0.79	0.12	0.12	5.09	6.3	49	67	34	6	5
860	214	24860.0	1.92	0.1	6.64	1.12	1.05	0.09	0.09	4.88	6.62	69	86	50	6	3
861	138	19695.0	1.96	0.11	6.48	0.85	0.91	0.11	0.11	4.97	6.47	40	61	26	6	5
862	167	24946.0	1.89	0.12	7.09	0.82	0.9	0.12	0.13	4.53	7.03	43	73	41	5	5
863	166	20552.0	1.87	0.1	6.32	0.81	0.91	0.1	0.1	4.98	6.32	53	66	39	4	4
864	196	27753.0	1.94	0.11	7.23	0.95	1.21	0.11	0.12	4.95	6.92	61	73	47	9	6
865	187	20992.0	1.98	0.1	6.36	1.02	0.96	0.1	0.1	5.52	6.35	68	70	39	7	3
866	203	24215.0	2.03	0.1	6.68	0.8	1.18	0.1	0.1	5.33	6.66	57	94	42	6	4
867	169	21663.0	1.96	0.11	6.89	0.82	1.07	0.1	0.11	4.18	6.89	54	65	38	7	5
868	188	22910.0	2.11	0.1	6.06	0.88	1.29	0.09	0.1	4.98	6.05	65	68	43	9	3
869	194	21669.0	2.06	0.1	7.24	0.94	1.15	0.1	0.11	4.8	6.8	66	67	50	10	1
870	214	24400.0	1.98	0.1	6.88	0.71	1.3	0.09	0.11	4.61	6.88	78	77	47	9	3
871	201	23276.0	1.99	0.1	7.13	0.68	1.1	0.1	0.1	4.88	7.13	67	70	53	9	2
872	207	22668.0	2.05	0.11	7.66	0.67	1.33	0.09	0.11	5.33	7.28	75	69	52	10	1
873	197	24331.0	1.99	0.11	6.56	0.93	1.2	0.11	0.11	4.84	6.28	55	85	48	7	2
874	206	21738.0	2.06	0.11	5.87	0.83	1.29	0.09	0.11	4.63	5.72	77	69	53	6	1
875	166	21341.0	2.01	0.1	6.88	0.71	1.03	0.1	0.1	5.45	6.88	64	47	45	9	1
876	167	23074.0	2.0	0.11	6.83	0.73	1.22	0.1	0.11	4.46	6.66	52	61	43	9	2
877	195	26095.0	2.01	0.1	6.61	1.02	1.01	0.1	0.1	5.4	5.57	64	66	50	12	3
878	190	21620.0	2.08	0.1	6.9	1.04	1.2	0.1	0.11	4.53	6.88	61	77	40	11	1
879	167	19903.0	1.97	0.11	6.23	0.78	1.05	0.1	0.11	4.35	6.23	49	67	42	8	1
880	184	21354.0	1.91	0.11	6.89	0.67	1.13	0.09	0.11	4.61	5.88	54	75	44	10	1
881	201	24072.0	2.02	0.11	6.21	0.98	1.17	0.1	0.11	4.41	6.03	62	79	49	9	2
882	187	23984.0	2.04	0.11	6.06	1.02	1.11	0.1	0.11	4.94	5.9	60	60	57	8	2
883	183	24252.0	1.98	0.11	6.35	1.01	1.15	0.1	0.11	4.59	6.34	54	67	51	8	3
884	171	23185.0	1.99	0.11	5.8	0.64	1.09	0.11	0.11	4.22	5.38	45	66	51	5	4
885	176	24348.0	1.97	0.11	6.15	0.97	1.07	0.1	0.11	4.77	6.13	50	72	41	11	2
886	183	22733.0	1.93	0.11	6.22	0.9	1.1	0.1	0.11	4.51	5.27	63	62	47	9	2
887	189	25645.0	1.88	0.1	6.98	1.07	0.85	0.1	0.1	4.51	5.51	63	70	43	8	5
888	159	21156.0	1.96	0.1	6.9	0.99	1.04	0.1	0.11	4.73	6.12	49	60	40	7	3
889	178	24744.0	1.99	0.1	7.53	0.88	1.25	0.11	0.1	4.26	6.72	50	71	45	9	3
890	181	22707.0	2.0	0.1	7.48	0.97	1.05	0.1	0.09	4.4	7.33	60	66	45	6	4
891	193	23466.0	1.98	0.11	6.56	1.05	0.97	0.11	0.11	4.53	5.48	60	80	43	7	3
892	172	22981.0	1.97	0.11	6.36	0.89	1.26	0.1	0.11	4.48	5.75	50	76	36	6	4
893	170	22373.0	1.93	0.11	6.17	0.84	1.12	0.1	0.11	4.61	5.65	45	70	42	10	3
894	184	21283.0	1.99	0.1	7.45	0.87	1.18	0.09	0.1	4.87	6.94	68	69	38	6	3
895	183	23996.0	1.85	0.1	6.4	0.93	0.97	0.09	0.1	4.54	5.48	64	65	42	9	3
896	178	22785.0	1.85	0.1	6.24	0.93	0.97	0.09	0.1	4.54	6.13	61	64	43	8	2
897	175	22988.0	1.76	0.1	6.57	0.84	0.99	0.1	0.11	4.36	5.33	52	73	38	10	2
898	163	21666.0	1.96	0.11	6.98	0.75	1.07	0.11	0.11	4.76	6.98	43	66	46	6	2
899	149	22804.0	1.86	0.12	5.69	0.96	1.03	0.1	0.12	4.17	5.5	44	57	35	8	5
900	144	23647.0	1.84	0.12	6.22	0.86	1.09	0.11	0.11	4.28	5.6	32	65	36	5	6
901	162	22005.0	1.74	0.1	6.31	0.95	0.96	0.1	0.11	4.59	5.36	42	77	34	5	4
902	149	21265.0	1.84	0.11	5.98	0.67	1.17	0.1	0.11	3.94	5.45	45	60	33	7	4
903	159	22002.0	1.85	0.11	7.86	0.87	1.14	0.09	0.11	4.84	6.18	51	60	36	8	4
904	131	19282.0	1.87	0.1	5.73	0.85	0.92	0.09	0.1	4.36	5.64	32	60	29	7	3
905	184	23924.0	2.01	0.11	8.82	1.17	1.16	0.1	0.11	6.14	6.33	57	72	44	9	2
906	129	20048.0	1.93	0.13	6.27	1.07	1.08	0.12	0.12	5.17	5.7	34	48	37	8	2
907	165	23622.0	1.87	0.11	7.24	0.87	1.12	0.1	0.11	4.88	5.9	51	67	33	10	4
908	141	21907.0	1.94	0.11	6.5	0.67	0.85	0.12	0.11	4.0	5.56	40	55	35	8	3
909	182	23823.0	1.91	0.11	6.77	0.98	1.05	0.1	0.11	4.74	6.0	55	70	44	11	2
910	163	20615.0	1.88	0.1	6.56	0.87	1.07	0.1	0.09	4.18	5.65	50	68	35	7	3
911	167	24224.0	1.88	0.1	7.2	0.8	0.83	0.1	0.1	4.84	5.75	53	62	42	7	3
912	137	22079.0	1.9	0.11	6.13	0.79	1.04	0.11	0.12	4.03	5.63	33	54	40	5	5
913	186	27086.0	1.96	0.1	6.59	0.98	0.98	0.1	0.11	5.33	6.05	55	70	49	7	5
914	140	20996.0	2.07	0.11	7.1	1.08	0.99	0.12	0.12	5.17	5.98	39	57	31	8	5
915	158	22973.0	1.92	0.11	7.95	0.86	1.28	0.1	0.11	5.52	6.12	43	67	36	8	4
916	130	21560.0	1.89	0.1	6.48	0.73	1.0	0.1	0.1	4.47	5.69	35	52	34	4	5
917	161	23586.0	2.0	0.12	6.92	0.94	1.17	0.11	0.11	4.59	6.35	49	57	40	11	4
918	150	22518.0	1.96	0.11	7.42	1.03	1.08	0.1	0.11	4.17	6.27	34	70	36	6	4
919	170	24066.0	1.86	0.11	6.68	1.09	0.93	0.11	0.11	4.87	5.73	55	58	45	8	4
920	140	20922.0	1.85	0.11	6.6	0.81	0.97	0.1	0.1	4.35	5.65	34	62	34	6	4
921	148	21019.0	1.86	0.11	7.96	0.82	0.96	0.1	0.11	4.7	6.45	40	65	32	8	3
922	160	21467.0	1.94	0.1	6.8	0.97	0.95	0.1	0.1	5.05	6.39	52	60	36	9	3
923	154	21505.0	1.96	0.1	6.92	1.05	1.18	0.1	0.1	4.62	6.71	43	68	33	7	3
924	130	20619.0	1.92	0.11	6.67	0.91	1.03	0.11	0.1	4.38	6.01	37	53	29	7	4
925	132	21475.0	1.91	0.12	6.98	0.83	1.14	0.11	0.11	4.91	6.68	33	53	36	6	4
926	139	21206.0	1.88	0.11	6.89	0.85	1.21	0.1	0.1	4.27	5.97	40	50	38	6	5
927	156	22268.0	1.77	0.1	7.41	0.99	0.97	0.09	0.1	4.66	7.0	37	77	32	5	5
928	162	21998.0	1.76	0.09	6.68	0.86	1.02	0.09	0.09	4.33	6.02	43	71	38	6	4
929	137	20717.0	1.94	0.1	6.66	1.0	1.07	0.1	0.1	4.45	5.66	44	48	35	5	5
930	132	20340.0	1.92	0.1	6.68	0.71	0.97	0.1	0.11	4.62	5.8	39	55	29	6	3
931	157	20018.0	1.89	0.11	6.94	0.9	1.04	0.1	0.11	4.74	5.78	41	68	38	8	2
932	178	21610.0	1.92	0.11	7.24	1.16	0.77	0.1	0.11	4.87	5.94	56	79	33	6	4
933	135	19767.0	1.94	0.12	6.88	0.54	0.92	0.1	0.11	4.72	5.91	39	53	34	4	5
934	129	18801.0	2.03	0.12	6.74	0.67	1.2	0.11	0.13	4.62	5.74	38	50	32	5	4
935	134	20934.0	2.01	0.13	7.26	1.03	1.12	0.11	0.14	4.67	6.19	34	50	40	6	4
936	163	23724.0	1.86	0.11	7.28	1.04	0.93	0.1	0.11	4.54	5.84	49	59	46	5	4
937	138	18523.0	1.97	0.11	7.27	0.91	1.07	0.1	0.1	4.29	5.95	35	59	38	3	3
938	132	19970.0	1.96	0.13	7.27	1.03	1.01	0.11	0.12	5.31	6.27	35	55	34	5	3
939	159	20781.0	1.9	0.11	7.15	0.94	0.98	0.11	0.11	4.7	6.06	43	71	37	6	2
940	138	19095.0	1.86	0.12	6.88	1.08	0.9	0.11	0.11	4.85	5.85	39	60	30	6	3
941	165	19242.0	1.9	0.12	7.13	0.86	1.04	0.11	0.12	4.81	5.96	44	75	38	6	2
942	154	21291.0	1.87	0.12	7.33	0.93	0.99	0.11	0.11	4.86	6.42	40	70	35	5	4
943	144	20726.0	1.78	0.12	7.4	0.69	1.09	0.11	0.13	4.36	6.57	36	63	38	3	4
944	156	20667.0	1.79	0.1	7.38	0.88	1.06	0.09	0.1	4.62	6.4	43	70	32	7	4
945	161	22292.0	1.89	0.11	7.48	0.94	0.95	0.1	0.11	4.2	6.59	41	70	39	8	3
946	161	18187.0	1.96	0.12	7.32	0.83	0.88	0.11	0.12	4.3	6.64	47	61	48	2	3
947	134	19722.0	1.96	0.11	7.24	1.02	1.17	0.1	0.11	4.03	6.56	29	62	34	5	4
948	172	19329.0	1.82	0.11	7.13	0.63	0.84	0.1	0.11	4.37	6.51	44	83	37	6	2
949	158	19985.0	2.0	0.11	7.99	0.97	1.23	0.1	0.12	4.67	6.98	48	66	33	8	3
950	170	19111.0	1.94	0.1	6.7	0.93	0.66	0.1	0.1	4.38	6.26	51	72	40	5	2
951	148	18603.0	2.12	0.11	7.21	0.74	1.21	0.12	0.11	4.3	6.46	43	58	40	5	2
952	149	21174.0	1.88	0.12	7.49	0.84	1.06	0.11	0.13	4.79	6.95	45	57	36	7	4
953	179	20136.0	1.95	0.12	6.95	0.89	0.83	0.1	0.12	4.39	6.42	62	66	43	6	2
954	150	19664.0	1.79	0.12	6.42	0.74	0.95	0.1	0.13	4.67	5.88	41	63	36	7	3
955	144	16931.0	1.94	0.11	6.32	0.71	1.07	0.09	0.11	4.02	5.97	42	63	29	9	1
956	149	17229.0	1.93	0.09	7.27	0.74	0.77	0.09	0.1	4.44	6.44	54	52	35	8	0.0
957	152	20305.0	1.85	0.12	6.58	0.7	0.79	0.11	0.13	5.02	6.22	38	59	46	7	2
958	133	18289.0	1.91	0.1	7.27	0.89	0.74	0.1	0.1	4.59	6.27	36	52	36	8	1
959	150	18803.0	1.99	0.11	8.02	0.97	1.14	0.1	0.12	4.52	7.26	50	52	41	5	2
960	143	17390.0	1.89	0.12	6.23	0.76	0.76	0.1	0.12	4.68	5.68	38	65	32	6	2
961	138	17661.0	2.1	0.12	7.89	0.83	1.31	0.1	0.12	4.21	7.16	51	46	30	9	2
962	161	18224.0	1.92	0.12	8.15	0.91	0.94	0.1	0.11	4.74	7.31	56	56	41	6	2
963	151	15831.0	1.94	0.11	7.7	0.85	0.88	0.09	0.1	4.85	6.96	57	57	31	4	2
964	128	16012.0	2.06	0.11	6.76	0.88	0.88	0.1	0.11	4.54	6.05	42	46	35	3	2
965	132	16511.0	1.98	0.11	6.45	0.76	0.58	0.11	0.11	5.76	5.92	45	48	31	6	2
966	163	18832.0	1.99	0.11	7.01	0.98	0.79	0.1	0.11	4.72	6.27	53	65	37	6	2
967	145	17606.0	1.82	0.11	6.87	0.83	0.79	0.1	0.11	4.57	6.19	53	50	36	4	2
968	146	17906.0	2.01	0.12	7.91	0.97	0.72	0.1	0.12	4.61	7.2	48	53	37	6	2
969	141	16965.0	1.96	0.1	6.73	0.88	1.17	0.1	0.1	4.68	6.04	51	52	28	9	1
970	139	16880.0	2.01	0.12	8.37	0.94	0.91	0.11	0.12	4.25	7.77	43	55	33	6	2
971	158	17614.0	1.95	0.11	6.87	1.1	0.81	0.1	0.11	4.29	5.88	48	67	34	8	1
972	115	16173.0	1.89	0.12	6.9	0.98	0.84	0.12	0.12	3.29	6.28	32	46	28	8	1
973	128	16098.0	1.89	0.09	6.83	1.01	0.89	0.09	0.1	4.24	6.06	44	48	29	5	2
974	123	16926.0	1.89	0.11	7.04	1.05	0.89	0.11	0.11	3.84	6.17	36	50	31	4	2
975	149	18181.0	2.0	0.11	7.6	1.11	1.16	0.1	0.1	4.91	7.09	47	59	34	7	2
976	121	17619.0	1.81	0.11	6.98	1.08	0.67	0.1	0.1	4.56	6.13	40	41	32	5	3
977	125	17280.0	1.82	0.11	7.03	0.84	0.99	0.11	0.11	4.27	6.23	30	54	32	7	2
978	124	16647.0	1.75	0.1	6.84	0.94	0.89	0.1	0.1	3.58	6.19	42	41	31	8	2
979	129	18650.0	1.82	0.1	6.79	0.87	0.89	0.09	0.1	4.16	5.95	49	45	22	10	3
980	135	19853.0	1.77	0.11	7.26	0.94	1.02	0.11	0.11	4.65	6.24	34	56	34	8	3
981	139	16634.0	1.83	0.09	7.02	0.93	0.86	0.09	0.1	3.92	6.53	45	55	32	5	2
982	121	17630.0	1.91	0.12	7.67	0.84	1.05	0.13	0.12	4.4	6.65	35	46	30	7	3
983	134	20051.0	1.94	0.13	7.89	0.83	0.97	0.13	0.12	4.58	6.7	39	49	35	8	3
984	130	18253.0	2.04	0.11	7.62	1.18	0.89	0.1	0.12	4.63	6.9	30	55	38	5	2
985	143	19961.0	1.86	0.11	8.1	1.15	0.81	0.1	0.1	4.74	6.61	43	57	34	6	3
986	129	15320.0	2.12	0.11	6.7	1.18	0.68	0.11	0.12	5.48	5.79	48	51	24	3	3
987	168	20470.0	1.85	0.1	7.58	1.1	1.02	0.09	0.1	4.52	6.55	49	74	37	6	2
988	133	17909.0	1.94	0.11	7.37	1.07	1.03	0.1	0.11	4.72	6.47	40	52	33	6	2
989	145	19269.0	1.97	0.11	8.12	1.14	1.0	0.1	0.12	4.78	6.99	39	60	36	7	3
990	146	18632.0	1.84	0.1	7.18	0.98	0.9	0.09	0.11	4.91	6.52	51	56	32	5	2
991	127	17316.0	1.83	0.11	7.23	0.96	0.85	0.1	0.11	4.68	6.57	36	54	28	5	4
992	126	16886.0	1.97	0.11	7.4	1.06	0.9	0.11	0.11	4.42	6.55	25	61	31	5	4
993	154	17886.0	1.78	0.09	7.17	1.02	0.93	0.09	0.1	4.79	6.39	51	61	35	6	1
994	151	17219.0	1.91	0.1	7.26	1.13	0.63	0.1	0.1	5.44	6.34	48	63	33	6	1
995	132	16057.0	1.91	0.12	6.8	0.94	0.93	0.1	0.12	5.09	6.26	47	53	24	6	2
996	153	15126.0	1.97	0.1	6.1	1.07	0.76	0.1	0.1	5.06	4.66	63	60	27	2	1
997	139	15527.0	2.09	0.11	7.76	0.99	1.23	0.11	0.12	5.19	7.12	52	48	32	6	1
998	134	14333.0	1.98	0.1	7.93	1.09	1.08	0.1	0.11	4.77	7.38	36	62	32	3	1
999	141	15726.0	1.98	0.11	7.8	1.02	0.97	0.11	0.1	5.28	6.77	47	59	31	3	1
1000	127	15785.0	2.13	0.12	8.32	1.07	1.04	0.13	0.12	5.43	7.54	35	55	31	5	1
1001	141	14789.0	1.92	0.1	7.74	0.98	0.85	0.1	0.1	5.76	6.93	46	60	29	5	1
1002	155	17324.0	1.95	0.11	8.49	0.96	0.95	0.1	0.1	5.6	7.61	54	61	35	4	1
1003	156	17730.0	1.97	0.13	5.96	0.92	0.82	0.12	0.11	5.6	5.26	53	53	46	3	1
1004	148	18536.0	2.14	0.12	7.49	1.12	1.06	0.12	0.12	5.86	7.07	53	55	29	10	1
1005	136	20173.0	2.08	0.13	7.93	1.18	1.11	0.13	0.11	5.51	7.19	36	52	40	6	2
1006	131	16693.0	2.26	0.12	7.9	0.88	1.14	0.12	0.1	5.2	6.86	34	56	32	8	1
1007	137	15875.0	2.05	0.11	8.18	1.2	0.92	0.1	0.1	5.37	7.3	50	54	27	4	2
1008	137	16809.0	2.01	0.1	8.05	1.05	0.89	0.1	0.1	5.28	7.26	47	46	33	10	1
1009	129	16164.0	2.03	0.12	8.14	1.23	0.83	0.11	0.11	5.39	7.38	38	59	25	6	1
1010	135	15098.0	2.08	0.11	5.44	0.98	0.49	0.1	0.12	4.83	4.91	43	56	31	4	1
1011	141	15418.0	1.97	0.12	5.33	0.76	0.91	0.11	0.11	4.9	4.23	45	62	28	5	1
